Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Payment,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date,Location
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,08724,OCEAN,7328402200,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,366,$24818.00,23146,26742,,07/01/2010,06/30/2013,"425 JACK MARTIN BLVD
BRICK, NJ 08724
(40.078334865000045, -74.12976463999996)"
310054,HACKENSACK-UMC MOUNTAINSIDE,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,07042,ESSEX,9734296000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,243,$23344.00,21528,25291,,07/01/2010,06/30/2013,"BAY AND HIGHLAND AVE
MONTCLAIR, NJ 07042
(40.81286886500004, -74.21633626199997)"
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,08060,BURLINGTON,6099146200,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,348,$21191.00,19754,22703,,07/01/2010,06/30/2013,"175 MADISON AVE
MOUNT HOLLY, NJ 08060
(39.98627676700005, -74.79550006799997)"
310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,07652,BERGEN,2019674000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"230 EAST RIDGEWOOD AVE
PARAMUS, NJ 07652
(40.95846946200004, -74.06177799499994)"
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,08865,WARREN,9088596700,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,92,$24367.00,21771,27516,,07/01/2010,06/30/2013,"185 ROSEBERRY ST
PHILLIPSBURG, NJ 08865
(40.70133792200005, -75.17941156099994)"
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,WILLINGBORO,NJ,08046,BURLINGTON,6098352900,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,97,$22982.00,20428,25668,,07/01/2010,06/30/2013,"218A SUNSET ROAD
WILLINGBORO, NJ 08046
(40.048536771000045, -74.88292370599999)"
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,ATLANTIC CITY,NJ,08401,ATLANTIC,6094418020,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,518,$23055.00,21731,24572,,07/01/2010,06/30/2013,"1925 PACIFIC AVE
ATLANTIC CITY, NJ 08401
(39.357907511000064, -74.43368505899997)"
310069,INSPIRA MEDICAL CENTER ELMER,501 WEST FRONT STREET,ELMER,NJ,08318,SALEM,8563631000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,76,$26193.00,23101,29790,,07/01/2010,06/30/2013,"501 WEST FRONT STREET
ELMER, NJ 08318
(39.58811615600007, -75.17948991599997)"
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,08901,MIDDLESEX,7327458600,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,178,$23938.00,21852,26298,,07/01/2010,06/30/2013,"254 EASTON AVE
NEW BRUNSWICK, NJ 08901
(40.50181456400003, -74.45909023899998)"
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,07754,MONMOUTH,7327764900,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,490,$21611.00,20367,22941,,07/01/2010,06/30/2013,"1945 RTE 33
NEPTUNE, NJ 07754
(40.207313949000024, -74.04211076299998)"
310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,JERSEY CITY,NJ,07302,HUDSON,2019152000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,234,$21645.00,19921,23446,,07/01/2010,06/30/2013,"355 GRAND STREET
JERSEY CITY, NJ 07302
(40.71673355900003, -74.05067432099997)"
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,07740,MONMOUTH,7322225200,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,128,$24034.00,21554,26815,,07/01/2010,06/30/2013,"300 SECOND AVENUE
LONG BRANCH, NJ 07740
(40.29546739400007, -73.98364493499997)"
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,07039,ESSEX,9733225000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,313,$24510.00,22669,26431,,07/01/2010,06/30/2013,"94 OLD SHORT HILLS ROAD
LIVINGSTON, NJ 07039
(40.76345355500007, -74.30260595599998)"
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,08096,GLOUCESTER,8568450100,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,254,$22579.00,20850,24416,,07/01/2010,06/30/2013,"509 N BROAD ST
WOODBURY, NJ 08096
(39.84383168900007, -75.14886341799996)"
310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,07018,ESSEX,9732664401,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,136,$22021.00,19859,24373,,07/01/2010,06/30/2013,"300 CENTRAL AVE
EAST ORANGE, NJ 07018
(40.754095145000065, -74.21378326799999)"
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,NJ,08701,OCEAN,7323631900,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,224,$26111.00,23964,28488,,07/01/2010,06/30/2013,"600 RIVER AVE
LAKEWOOD, NJ 08701
(40.07389627600003, -74.21742563099997)"
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,08084,CAMDEN,8563466000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,384,$22600.00,21114,24136,,07/01/2010,06/30/2013,"18 EAST LAUREL ROAD
STRATFORD, NJ 08084
(39.82856165000004, -75.00900521299997)"
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,08079,SALEM,8569351000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,66,$22999.00,20351,26217,,07/01/2010,06/30/2013,"310 WOODSTOWN ROAD
SALEM, NJ 08079
(39.59382073900008, -75.44552610199997)"
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON,NJ,08638,MERCER,6093946000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,58,$23067.00,20211,26182,,07/01/2010,06/30/2013,"750 BRUNSWICK AVE
TRENTON, NJ 08638
(40.236124880000034, -74.75269049399998)"
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",111 CENTRAL AVENUE,NEWARK,NJ,07102,ESSEX,9738775350,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,113,$22783.00,20378,25552,,07/01/2010,06/30/2013,"111 CENTRAL AVENUE
NEWARK, NJ 07102
(40.74300673700003, -74.17434181399994)"
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,08818,MIDDLESEX,7323217000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,381,$25051.00,23389,26863,,07/01/2010,06/30/2013,"65 JAMES STREET
EDISON, NJ 08818
(40.55782386000004, -74.34988725799997)"
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,08690,MERCER,6095867900,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,242,$23900.00,21980,25888,,07/01/2010,06/30/2013,"ONE HAMILTON HEALTH PLACE
HAMILTON, NJ 08690
(40.21703824200006, -74.67474615399993)"
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,07728,MONMOUTH,7324312000,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,223,$25482.00,23384,27862,,07/01/2010,06/30/2013,"901 WEST MAIN STREET
FREEHOLD, NJ 07728
(40.236124880000034, -74.31130663999994)"
310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,07733,MONMOUTH,7327395900,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,222,$23209.00,21347,25348,,07/01/2010,06/30/2013,"727 N BEERS ST
HOLMDEL, NJ 07733
(40.40424510200006, -74.19334409399994)"
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,08050,OCEAN,6095976011,Payment for heart attack patients,PAYM_30_AMI,Greater than the National Average Payment,164,$24449.00,22329,26984,,07/01/2010,06/30/2013,"1140 RT 72 W
MANAHAWKIN, NJ 08050
(39.71985999300006, -74.28582507999994)"
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,07840,WARREN,9088525100,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,146,$23293.00,21057,25775,,07/01/2010,06/30/2013,"651 WILLOW GROVE ST
HACKETTSTOWN, NJ 07840
(40.86044384300004, -74.81518104099996)"
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,SECAUCUS,NJ,07094,HUDSON,2013923200,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,37,$20703.00,17905,23885,,07/01/2010,06/30/2013,"55 MEADOWLANDS PKWY
SECAUCUS, NJ 07094
(40.791971800000056, -74.07184404199995)"
310119,UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,07103,ESSEX,9739725658,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,53,$22972.00,19952,26607,,07/01/2010,06/30/2013,"150 BERGEN ST
NEWARK, NJ 07103
(40.74022252300006, -74.19246416699997)"
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,5052722111,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,120,$18628.00,16761,20715,,07/01/2010,06/30/2013,"2211 LOMAS BOULEVARD NE
ALBUQUERQUE, NM 87106
(35.08756841100006, -106.61749081199997)"
320002,ST VINCENT HOSPITAL,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,5059135201,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,195,$19758.00,18155,21599,,07/01/2010,06/30/2013,"455 ST MICHAEL'S DRIVE
SANTA FE, NM 87505
(35.65753056600005, -105.94601078899996)"
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,SAN MIGUEL,5054263930,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"104 LEGION DRIVE
LAS VEGAS, NM 87701
(35.621838068000045, -105.21071625999997)"
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,5754396100,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"2669 NORTH SCENIC DRIVE
ALAMOGORDO, NM 88310
(32.92665975500006, -105.93373139199997)"
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,87401,SAN JUAN,5056092000,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,203,$18613.00,17130,20151,,07/01/2010,06/30/2013,"801 WEST MAPLE STREET
FARMINGTON, NM 87401
(36.72429369900004, -108.21570107999997)"
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,ROSWELL,NM,88201,CHAVES,5756248722,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,120,$20225.00,18316,22339,,07/01/2010,06/30/2013,"405 W COUNTRY CLUB ROAD
ROSWELL, NM 88201
(33.42332778600007, -104.52847071399998)"
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,BERNALILLO,5057278000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,296,$20957.00,19605,22520,,07/01/2010,06/30/2013,"601 DR MARTIN LUTHER KING JR AVE NE
ALBUQUERQUE, NM 87102
(35.08571825300004, -106.64039387499997)"
320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,RIO ARRIBA,5057531502,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1010 SPRUCE STREET
ESPANOLA, NM 87532
(35.99708426600006, -106.08632369499998)"
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS,NM,87571,TAOS,5757588883,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1397 WEIMER ROAD
TAOS, NM 87571
(36.36747180800006, -105.57753976299995)"
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,88061,GRANT,5755384000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1313 E 32ND ST
SILVER CITY, NM 88061
(32.79560734000006, -108.26188196399994)"
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,BERNALILLO,5057277805,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"4701 MONTGOMERY BOULEVARD NE
ALBUQUERQUE, NM 87109
(35.131078573000025, -106.59019095099995)"
320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,DONA ANA,5755228641,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,165,$20507.00,18713,22523,,07/01/2010,06/30/2013,"2450 SOUTH TELSHOR BLVD
LAS CRUCES, NM 88011
(32.29176779800002, -106.73499997199997)"
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,5057248386,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,398,$19826.00,18640,21140,,07/01/2010,06/30/2013,"1100 CENTRAL AVENUE SE
ALBUQUERQUE, NM 87106
(35.08227367600006, -106.63459413099997)"
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,5757697155,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,34,$19536.00,16966,22526,,07/01/2010,06/30/2013,"2100 N MARTIN LUTHER KING, JR, BLVD
CLOVIS, NM 88101
(34.419411887000024, -103.23176000699999)"
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210,EDDY,5757483333,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"702 N 13TH STREET
ARTESIA, NM 88210
(32.83552002500005, -104.41273322399996)"
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544,LOS ALAMOS,5056624201,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"3917 WEST ROAD
LOS ALAMOS, NM 87544
(35.88215516100007, -106.31973460199998)"
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,NM,87301,MCKINLEY,5058637000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1901 RED ROCK DRIVE
GALLUP, NM 87301
(35.50740054500005, -108.72721586199998)"
320057,SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE,NM,87501,SANTA FE,5059889821,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"1700 CERRILLOS ROAD
SANTA FE, NM 87501
(35.666832906000025, -105.96971785099998)"
320058,MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO,NM,88340,OTERO,5054644441,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"P O BOX 210
MESCALERO, NM 88340
(33.21904192200003, -105.73987690999996)"
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,SAN JUAN,5053686001,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"US HWY 491 NORTH
SHIPROCK, NM 87420
(36.90655082300003, -108.71896383599994)"
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,1501 SAN PEDRO DRIVE SE,ALBUQUERQUE,NM,87108,BERNALILLO,5052562889,Payment for heart attack patients,PAYM_30_AMI,,,,,,,07/01/2010,06/30/2013,"1501 SAN PEDRO DRIVE SE
ALBUQUERQUE, NM 87108
(35.05519308100003, -106.57768405299998)"
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH B STREET,ZUNI,NM,87327,MCKINLEY,5057824431,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"ROUTE 301 NORTH B STREET
ZUNI, NM 87327
(35.079839083000024, -108.77695110999997)"
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,5057221000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"516 E NIZHONI BLVD
GALLUP, NM 87301
(35.50841576200003, -108.73030496899997)"
320062,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,MCKINLEY,5057865291,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"JUNCTION OF HWY 371
CROWNPOINT, NM 87313
(35.821396066000034, -107.93101973399996)"
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,88220,EDDY,5758874570,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,39,$21650.00,18559,24915,,07/01/2010,06/30/2013,"2430 WEST PIERCE STREET
CARLSBAD, NM 88220
(32.441610223000055, -104.25833950899994)"
320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,HOBBS,NM,88240,LEA,5754925000,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"5419 N LOVINGTON HIGHWAY
HOBBS, NM 88240
(32.76092338500007, -103.18112039599998)"
320067,GUADALUPE COUNTY HOSPITAL,"117 CAMINO DE VIDA, SUITE 100",SANTA ROSA,NM,88435,GUADALUPE,5754723417,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"117 CAMINO DE VIDA, SUITE 100
SANTA ROSA, NM 88435
(34.929339610000056, -104.69318049399999)"
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL,NM,87049,CIBOLA,5055525300,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"EXIT #102 OFF I-40 1/2 MILE SOUTH
SAN FIDEL, NM 87049
(35.082202006000045, -107.59859639799998)"
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114,BERNALILLO,5057272001,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"10501 GOLF COURSE ROAD NW
ALBUQUERQUE, NM 87114
(35.20723172500004, -106.67577437799997)"
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES,NM,88130,ROOSEVELT,5753563412,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"42121 US HIGHWAY 70
PORTALES, NM 88130
(34.17013026600006, -103.36207545699995)"
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,DONA ANA,5755567600,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,240,$21585.00,19881,23296,,07/01/2010,06/30/2013,"4311 EAST LOHMAN AVENUE
LAS CRUCES, NM 88011
(32.321900776000064, -106.72904321399994)"
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,5756277000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,33,$20960.00,18055,24301,,07/01/2010,06/30/2013,"117 EAST 19TH STREET
ROSWELL, NM 88201
(33.41599652100007, -104.52074942899998)"
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,SANDOVAL,5052728087,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"3001 BROADMOOR BLVD NE
RIO RANCHO, NM 87144
(35.30723271100004, -106.67700121299998)"
321300,SIERRA VISTA HOSPITAL,800 E NINTH AVENUE,T OR C,NM,87901,SIERRA,5758942111,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"800 E NINTH AVENUE
T OR C, NM 87901
(33.13909788700005, -107.24177981499997)"
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO,NM,87801,SOCORRO,5758351140,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"1202 HIGHWAY 60 WEST
SOCORRO, NM 87801
(34.037131712000075, -106.91304951799998)"
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI,NM,88401,QUAY,5754617007,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,5 - Results are not available for this reporting period.,07/01/2010,06/30/2013,"301 EAST MIEL DE LUNA AVENUE
TUCUMCARI, NM 88401
(35.15636412200007, -103.72440867599994)"
321304,UNION COUNTY GENERAL HOSPITAL,300 WILSON STREET,CLAYTON,NM,88415,UNION,5753742585,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"300 WILSON STREET
CLAYTON, NM 88415
(36.45513950000003, -103.19337443099994)"
321305,NOR-LEA HOSPITAL DISTRICT,1600 NORTH MAIN,LOVINGTON,NM,88260,LEA,5753966611,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"1600 NORTH MAIN
LOVINGTON, NM 88260
(32.96248465900004, -103.34821658399994)"
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO,NM,88345,LINCOLN,5752578250,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"211 SUDDERTH DRIVE
RUIDOSO, NM 88345
(33.32305391800003, -105.63080572099994)"
321307,MINERS' COLFAX MEDICAL CENTER,203 HOSPITAL DRIVE,RATON,NM,87740,COLFAX,5754453661,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"203 HOSPITAL DRIVE
RATON, NM 87740
(36.862683996000044, -104.44335984299994)"
321308,CIBOLA GENERAL HOSPITAL,1016 E ROOSEVELT AVENUE,GRANTS,NM,87020,CIBOLA,5052874446,Payment for heart attack patients,PAYM_30_AMI,Not Available,Not Available,,Not Available,Not Available,7 - No cases met the criteria for this measure.,07/01/2010,06/30/2013,"1016 E ROOSEVELT AVENUE
GRANTS, NM 87020
(35.16119758100007, -107.82725576499996)"
321309,MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING,NM,88031,LUNA,5755465803,Payment for heart attack patients,PAYM_30_AMI,Number of Cases Too Small,Not Available,,Not Available,Not Available,1 - The number of cases/patients is too few to report.,07/01/2010,06/30/2013,"900 W ASH
DEMING, NM 88031
(32.26742054300007, -107.75987865699994)"
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,12204,ALBANY,5184713221,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,47,$20971.00,18276,24039,,07/01/2010,06/30/2013,"600 NORTHERN BOULEVARD
ALBANY, NY 12204
(42.674575591000064, -73.74902192099995)"
330004,HEALTH ALLIANCE HOSPITAL BROADWAY CAMPUS,396 BROADWAY,KINGSTON,NY,12401,ULSTER,9143313131,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,197,$19635.00,18081,21320,,07/01/2010,06/30/2013,"396 BROADWAY
KINGSTON, NY 12401
(41.92650732300007, -73.99579113799996)"
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210,ERIE,7168598620,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,633,$19079.00,18169,20058,,07/01/2010,06/30/2013,"726 EXCHANGE STREET, SUITE 522
BUFFALO, NY 14210
(42.87432710100006, -78.84865596099996)"
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,9143787000,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,44,$23380.00,20326,27083,,07/01/2010,06/30/2013,"127 SOUTH BROADWAY
YONKERS, NY 10701
(40.929615753000064, -73.89700558699997)"
